GC.F.Open,GC.F.High,GC.F.Low,GC.F.Close,GC.F.Volume,GC.F.Adjusted
1315.699951,1319.300049,1313.800049,1319.300049,548,1319.300049
1315.199951,1320.699951,1315.199951,1320.699951,63,1320.699951
1326,1326.599976,1326,1326.599976,215388,1326.599976
1339.5,1344.300049,1330.099976,1332.300049,56908,1332.300049
1333.199951,1353.300049,1325.800049,1349,6076,1349
1348.800049,1353.5,1345.599976,1351.400024,1257,1351.400024
1352.099976,1366,1346.599976,1364.400024,2941,1364.400024
1362.400024,1364.699951,1353.300049,1356.099976,715,1356.099976
1354.400024,1361.599976,1347,1358.800049,381,1358.800049
1357.599976,1360.800049,1333.699951,1336.400024,1107,1336.400024
1330,1335.400024,1327.800049,1333.400024,587,1333.400024
1331.800049,1339.400024,1328.5,1339,620,1339
1344.800049,1354.199951,1344.300049,1344.300049,110,1344.300049
1341.599976,1350.400024,1334.800049,1342.5,666,1342.5
1336.800049,1351.800049,1333.199951,1335.800049,113,1335.800049
1336.5,1340.599976,1333.599976,1340.300049,62,1340.300049
1342.199951,1355,1341,1350.5,338,1350.5
1345.5,1347.300049,1338.599976,1342.699951,135,1342.699951
1351.300049,1354.400024,1348.199951,1351.199951,140,1351.199951
1350.099976,1350.099976,1338.599976,1340.400024,197,1340.400024
1334.400024,1337.699951,1333.300049,1337.699951,117,1337.699951
1337,1341.199951,1334.300049,1340.599976,551,1340.599976
1337.199951,1337.199951,1322.900024,1324.400024,262,1324.400024
1321.400024,1324,1317,1320.099976,58,1320.099976
1323.800049,1340.5,1320.099976,1321.5,141,1321.5
1315,1323,1315,1322.900024,437,1322.900024
1322,1322.099976,1308,1311.699951,705,1311.699951
1310.300049,1313.699951,1306.300049,1306.900024,214,1306.900024
1305.300049,1313.099976,1301.5,1312.199951,225,1312.199951
1309.599976,1326.699951,1309.199951,1322.099976,55,1322.099976
1323.300049,1349.400024,1323.199951,1349.400024,46,1349.400024
1348.400024,1350.5,1343.900024,1344.300049,14,1344.300049
1344.800049,1345.400024,1335.699951,1336.800049,30,1336.800049
1338.5,1338.5,1328,1330.099976,35,1330.099976
1327,1329.300049,1319.900024,1321,177,1321
1324.599976,1324.599976,1315,1319,79,1319
1319.199951,1322.300049,1319.199951,1321.5,73,1321.5
1320.699951,1320.699951,1310.800049,1313.5,37,1313.5
1312.199951,1312.599976,1305.800049,1305.800049,4,1305.800049
1313.5,1313.5,1313.5,1313.5,20,1313.5
1313.699951,1313.699951,1313.699951,1313.699951,97,1313.699951
1326.300049,1326.900024,1324,1326.900024,76,1326.900024
1338.599976,1340.400024,1338.199951,1340.400024,23,1340.400024
1337.199951,1337.199951,1337.199951,1337.199951,40,1337.199951
1335.199951,1341.800049,1335.199951,1339.699951,24,1339.699951
1328,1328.699951,1325.900024,1325.900024,48,1325.900024
1319.400024,1319.400024,1319.400024,1319.400024,10551,1319.400024
1321.199951,1325,1314.699951,1321.699951,6108,1321.699951
1320.599976,1327.699951,1312.900024,1313.300049,868,1313.300049
1313.5,1316.800049,1308.199951,1309,299,1309
1307.599976,1310.199951,1266.300049,1266.300049,1893,1266.300049
1272.099976,1274,1261.300049,1265.199951,246,1265.199951
1265.300049,1265.300049,1249.800049,1249.800049,114,1249.800049
1253.900024,1263.599976,1248.900024,1248.900024,169,1248.900024
1258.900024,1258.900024,1253,1253,26,1253
1251.699951,1254,1251.099976,1251.099976,127,1251.099976
1258.699951,1259,1255,1255,315,1255
1253.900024,1253.900024,1250.599976,1253.099976,311,1253.099976
1249.900024,1255,1249.900024,1254.400024,41,1254.400024
1260.900024,1261.699951,1260.800049,1260.800049,11,1260.800049
1262.900024,1271.5,1262.900024,1267.900024,219,1267.900024
1270,1270.5,1265.5,1265.599976,415,1265.599976
1265.900024,1265.900024,1265.900024,1265.900024,224,1265.900024
1269.199951,1269.199951,1261.800049,1262,42,1262
1264.099976,1274.099976,1264.099976,1271.900024,61,1271.900024
1274,1274,1264.800049,1264.800049,279,1264.800049
1269.400024,1269.400024,1267.900024,1267.900024,338,1267.900024
1270.300049,1281.5,1262,1275.5,560,1275.5
1276.599976,1276.599976,1271.5,1271.5,58,1271.5
1279.300049,1290.699951,1279,1286.400024,49,1286.400024
1288.300049,1307,1288.300049,1306.800049,30,1306.800049
1296.400024,1303.099976,1287.300049,1302.099976,73,1302.099976
1300,1303.300049,1296.699951,1303.300049,11,1303.300049
1292,1294.5,1278.300049,1278.300049,34,1278.300049
1284.099976,1289.400024,1273.199951,1273.400024,50,1273.400024
1272.199951,1318.599976,1270,1272.599976,108,1272.599976
1274.400024,1287.5,1253.300049,1265.5,63,1265.5
1227.800049,1229.5,1210.400024,1221.199951,216,1221.199951
1224.300049,1226,1222.5,1224,20,1224
1229.300049,1229.300049,1223,1223.400024,66,1223.400024
1224.599976,1225,1211,1216.5,1139,1216.5
1211.900024,1211.900024,1207.199951,1208.5,607,1208.5
1209.599976,1209.599976,1209.599976,1209.599976,19,1209.599976
1210.400024,1211.099976,1207.599976,1211,19,1211
1212.800049,1213.800049,1186.800049,1189.099976,309,1189.099976
1177,1189.300049,1177,1178.199951,14,1178.199951
1188,1190.599976,1188,1190.599976,189914,1190.599976
1193.199951,1194.800049,1179.400024,1187.900024,42124,1187.900024
1187.099976,1193.300049,1167.900024,1170.800049,7158,1170.800049
1172.699951,1174.599976,1160,1166.900024,1588,1166.900024
1172.300049,1177.300049,1166.400024,1175.099976,1521,1175.099976
1181.800049,1186.699951,1157,1174,358,1174
1170.900024,1174.5,1167.099976,1167.599976,652,1167.599976
1167.699951,1178.5,1166.400024,1175,182,1175
1173.800049,1177.800049,1169.099976,1169.800049,322,1169.800049
1166.599976,1168.800049,1156,1159.400024,365,1159.400024
1158.300049,1163.900024,1153,1163.5,331,1163.5
1163.5,1164,1155.400024,1156.699951,637,1156.699951
1159.800049,1164,1142,1161.300049,487,1161.300049
1139.800049,1143.300049,1123.900024,1127.800049,244,1127.800049
1126.900024,1140.900024,1126.900024,1135.300049,146,1135.300049
1139.400024,1140.699951,1137.900024,1140.5,249,1140.5
1133.5,1133.5,1126.5,1131.5,46,1131.5
1136.099976,1136.099976,1130,1131.099976,50,1131.099976
1131.199951,1132.800049,1128.300049,1128.800049,104,1128.800049
1130.900024,1132.800049,1130.300049,1131.900024,70,1131.900024
1134.300049,1142.199951,1134.300049,1137.300049,84,1137.300049
1141.199951,1141.199951,1138,1139.400024,1570,1139.400024
1143.800049,1158.800049,1143.599976,1156.400024,950,1156.400024
1162,1162,1150,1150,16,1150
1155.199951,1160.800049,1146.5,1160.400024,52,1160.400024
1156.300049,1165,1156.300049,1163.800049,36,1163.800049
1172,1183.300049,1171.5,1179.699951,500,1179.699951
1176.5,1176.5,1171.900024,1171.900024,16,1171.900024
1173.900024,1183.599976,1173,1183.5,62,1183.5
1184.300049,1188.900024,1182.300049,1184.199951,8,1184.199951
1187.5,1197,1176.5,1195.599976,20,1195.599976
1192.699951,1204.300049,1192.300049,1198.900024,110,1198.900024
1195.699951,1196,1187.699951,1195.300049,65,1195.300049
1205.5,1214.599976,1200.800049,1212,79,1212
1213.599976,1214.699951,1203.099976,1211.300049,114,1211.300049
1200.5,1204,1195.800049,1200.900024,26,1200.900024
1202.800049,1212.099976,1202.800049,1204.300049,38,1204.300049
1212,1215,1210,1215,16,1215
1219,1219,1207.699951,1210.300049,24,1210.300049
1202,1202.800049,1194.900024,1197.300049,403,1197.300049
1199.699951,1199.699951,1185.599976,1189.5,19,1189.5
1187.900024,1188.300049,1187.900024,1188.099976,234352,1188.099976
1191.699951,1198.5,1187.099976,1193.199951,50503,1193.199951
1194.900024,1214.699951,1193.5,1208.599976,3212,1208.599976
1211.900024,1211.900024,1197.900024,1205.599976,1145,1205.599976
1209.699951,1224.199951,1208.900024,1216.699951,1512,1216.699951
1214.900024,1220.599976,1206.199951,1218.5,865,1218.5
1221.900024,1235.400024,1218.5,1230,908,1230
1234.199951,1236.199951,1228.5,1234.199951,1177,1234.199951
1232.099976,1243.900024,1231,1237.599976,288,1237.599976
1239.400024,1243.5,1226.900024,1235.099976,885,1235.099976
1227.599976,1234.400024,1221.5,1234.400024,391,1234.400024
1230.5,1231.099976,1219,1224.400024,398,1224.400024
1225.900024,1233.5,1222.099976,1223.900024,159,1223.900024
1225.5,1231.699951,1217.300049,1231.699951,175,1231.699951
1234.5,1240.699951,1233.199951,1240,87,1240
1240.699951,1241.199951,1234.800049,1237.599976,301,1237.599976
1237.300049,1237.5,1228.099976,1237.5,119,1237.5
1236.099976,1238.599976,1231.800049,1232,36,1232
1236.099976,1250.300049,1236.099976,1250.199951,112,1250.199951
1250,1258.800049,1250,1256.900024,1264,1256.900024
1254.699951,1263.099976,1250.400024,1257.400024,544,1257.400024
1253.599976,1257.300049,1247.199951,1252.599976,721,1252.599976
1247.800049,1248.900024,1236.900024,1248.900024,138,1248.900024
1247.199951,1247.599976,1230.699951,1231.900024,79,1231.900024
1231.699951,1235.199951,1222.900024,1225.5,121,1225.5
1235.199951,1235.199951,1224.5,1224.5,29,1224.5
1224.300049,1225.400024,1213.699951,1215.099976,53,1215.099976
1212.199951,1212.199951,1206.699951,1208.5,24,1208.5
1204.5,1205.599976,1202.300049,1202.400024,37,1202.400024
1196.199951,1203.300049,1196.199951,1200.699951,3,1200.699951
1206.199951,1210,1202.300049,1202.400024,35,1202.400024
1203.099976,1205.900024,1196.800049,1201.900024,22,1201.900024
1198.199951,1221.199951,1197.699951,1200.099976,36,1200.099976
1222.199951,1231.400024,1222.199951,1226.5,47,1226.5
1227.099976,1230.900024,1227.099976,1229.800049,26,1229.800049
1229.300049,1234.400024,1229.300049,1233.599976,23,1233.599976
1226.400024,1246.099976,1226.400024,1246.099976,11,1246.099976
1247.900024,1249.5,1247.699951,1249.300049,3,1249.300049
1246.400024,1247.5,1244.800049,1246.900024,16,1246.900024
1248,1248.300049,1247.599976,1248.199951,3,1248.199951
1255.800049,1257.699951,1253.800049,1255.400024,72,1255.400024
1255.900024,1255.900024,1255.300049,1255.300049,19,1255.300049
1252.199951,1253.400024,1252.099976,1253.400024,190678,1253.400024
1253.099976,1253.599976,1241.099976,1245,51328,1245
1242.099976,1248.800049,1238.699951,1247.300049,8223,1247.300049
1247.5,1252.400024,1243.599976,1250.800049,1160,1250.800049
1253.099976,1260.300049,1253,1255,724,1255
1255.400024,1255.400024,1243,1245.400024,907,1245.400024
1256.099976,1257.5,1249,1250.300049,169,1250.300049
1249.5,1269.099976,1249.5,1254.300049,445,1254.300049
1252.699951,1255.199951,1246.800049,1251.099976,182,1251.099976
1254.5,1273.5,1254.5,1271.199951,401,1271.199951
1275,1285.099976,1272,1275.300049,492,1275.300049
1285.300049,1287.599976,1282,1285.900024,915,1285.900024
1291.800049,1294.800049,1284.300049,1289.400024,73,1289.400024
1283.900024,1291.699951,1278.599976,1291.699951,394,1291.699951
1288,1288,1274,1281.400024,194,1281.400024
1279.699951,1281.900024,1276.199951,1281.900024,127,1281.900024
1279.800049,1287.400024,1279.199951,1287.400024,474,1287.400024
1275,1276.400024,1265,1275.800049,605,1275.800049
1275.599976,1276.900024,1262.099976,1265.599976,356,1265.599976
1266,1266,1262.099976,1262.099976,1156,1262.099976
1266.699951,1267.199951,1262.199951,1263.699951,206,1263.699951
1265.900024,1267.199951,1264.699951,1266.099976,85,1266.099976
1268.699951,1269.300049,1253.300049,1253.300049,34,1253.300049
1256.199951,1256.199951,1251.199951,1255.099976,90,1255.099976
1255.099976,1255.800049,1238.699951,1246.400024,195,1246.400024
1239.800049,1239.800049,1224.199951,1226.5,72,1226.5
1227,1233.699951,1224.800049,1224.800049,16,1224.800049
1224,1234,1224,1225.300049,43,1225.300049
1226.099976,1226.199951,1214,1214.300049,55,1214.300049
1219.800049,1220.199951,1217.300049,1217.300049,23,1217.300049
1218.5,1222.699951,1218.300049,1222.699951,13,1222.699951
1228,1229.5,1226.099976,1226.199951,29,1226.199951
1227.5,1232.699951,1227.5,1228.599976,13,1228.599976
1230.400024,1237.300049,1230.400024,1235,20,1235
1241,1259.199951,1240.699951,1257.5,26,1257.5
1254.800049,1260,1245.800049,1251.699951,43,1251.699951
1252.699951,1252.699951,1252.699951,1252.699951,14,1252.699951
1251.699951,1260.699951,1251.699951,1260.699951,14,1260.699951
1261.5,1261.599976,1250.599976,1254.800049,20,1254.800049
1251.900024,1257.800049,1249.699951,1252.400024,14,1252.400024
1257.099976,1258.300049,1255.800049,1255.800049,11,1255.800049
1267.599976,1267.599976,1267.599976,1267.599976,271457,1267.599976
1267.400024,1270,1258.400024,1262.099976,129819,1262.099976
1262.400024,1273.199951,1258.5,1272,2712,1272
1268,1269.199951,1260.800049,1267,825,1267
1265.199951,1279,1259,1276.800049,1732,1276.800049
1279.199951,1282,1277,1279.300049,433,1279.300049
1279.400024,1295.199951,1279.400024,1294.400024,942,1294.400024
1291.599976,1293.099976,1284.300049,1290.099976,641,1290.099976
1285.400024,1287.599976,1268.099976,1276.300049,319,1276.300049
1277.900024,1277.900024,1264.599976,1268.5,467,1268.5
1266.400024,1269.300049,1263.199951,1266.099976,255,1266.099976
1264.099976,1266.900024,1259.699951,1265.800049,150,1265.800049
1269.400024,1278,1256.800049,1272.800049,336,1272.800049
1263.199951,1264.199951,1250.300049,1252.199951,743,1252.199951
1252.800049,1255.300049,1251.300049,1254,34,1254
1252.099976,1252.199951,1241.900024,1244.199951,108,1244.199951
1242.199951,1245.5,1240.5,1241,75,1241
1244.099976,1245,1240,1243.400024,205,1243.400024
1251,1252.699951,1246.300049,1247.599976,156,1247.599976
1250,1273.599976,1249.800049,1256.199951,269,1256.199951
1260.199951,1260.199951,1241.599976,1246.300049,194,1246.300049
1251.599976,1251.800049,1245.900024,1246.400024,111,1246.400024
1248.5,1248.5,1248,1248,370,1248
1248.199951,1250.699951,1238.099976,1244.199951,540,1244.199951
1243.699951,1243.699951,1239.099976,1240.699951,43,1240.699951
NA,NA,NA,NA,NA,NA
1222.5,1225,1217.099976,1220.400024,40,1220.400024
1225.099976,1225.099976,1222.199951,1222.199951,5,1222.199951
1219.099976,1220.400024,1208.599976,1208.599976,116,1208.599976
1211.400024,1212.099976,1209.599976,1212.099976,28,1212.099976
1208.699951,1214.900024,1208.699951,1213.599976,12,1213.599976
1218.300049,1219.400024,1217.900024,1218.099976,7,1218.099976
1221.400024,1221.400024,1216.300049,1216.300049,7,1216.300049
1214.900024,1227.5,1214.800049,1226.599976,23,1226.599976
1229.900024,1233.400024,1229.900024,1232.800049,7,1232.800049
1236.199951,1241.199951,1236.199951,1241.099976,29,1241.099976
1240.400024,1241.199951,1240.099976,1241.199951,3,1241.199951
1236.599976,1244.800049,1236.599976,1244.800049,5,1244.800049
1250.699951,1254.300049,1250.5,1254.300049,16,1254.300049
1256,1256,1253.900024,1253.900024,8,1253.900024
1252.699951,1253.599976,1249.199951,1251.699951,18,1251.699951
1244.800049,1249,1244.800049,1249,7,1249
1259.599976,1259.599976,1259.599976,1259.599976,220309,1259.599976
1258.400024,1270,1256.900024,1268.400024,64180,1268.400024
1268.900024,1270.800049,1265.800049,1266.599976,7780,1266.599976
1268.400024,1273.300049,1262,1272.599976,1061,1272.599976
1268.5,1272.099976,1262.900024,1271.800049,393,1271.800049
1265.900024,1269.800049,1256.599976,1267.800049,878,1267.800049
1269,1269.599976,1253.900024,1258.300049,521,1258.300049
1258.699951,1259.099976,1255.300049,1258.199951,260,1258.199951
1256.900024,1264.099976,1251.400024,1256.400024,555,1256.400024
1260.199951,1277.800049,1260.199951,1273,574,1273
1276.599976,1287.400024,1274.900024,1283.699951,608,1283.699951
1286.300049,1291.099976,1282,1287.699951,139,1287.699951
1288.400024,1288.400024,1278.800049,1284.199951,338,1284.199951
1280.5,1280.5,1267.400024,1273.699951,188,1273.699951
1271.300049,1282.599976,1269.400024,1276.900024,110,1276.900024
1283.800049,1288.5,1283.199951,1286.400024,43,1286.400024
1288.599976,1300.699951,1284.300049,1285.699951,358,1285.699951
1285.199951,1290.800049,1284.699951,1290.800049,18,1290.800049
1287.199951,1288.400024,1283.199951,1285.099976,100,1285.099976
1289.400024,1289.400024,1286.900024,1288.900024,250,1288.900024
1288.699951,1288.699951,1284,1286.5,550,1286.5
1285.400024,1292.699951,1280.300049,1292.5,280,1292.5
1293.5,1311.300049,1293.5,1309.699951,145,1309.699951
1318.800049,1323.800049,1313.099976,1313.099976,1178,1313.099976
1308.199951,1312.5,1304.900024,1308.099976,1178,1308.099976
1306.599976,1322.300049,1301.699951,1316.199951,373,1316.199951
1320.199951,1327.699951,1316.900024,1324.5,313,1324.5
1335.199951,1339.199951,1328.599976,1339.199951,39,1339.199951
1340,1340.300049,1332.599976,1333.900024,20,1333.900024
1336.400024,1349,1336.400024,1345.099976,26,1345.099976
1351,1355.800049,1345.599976,1346,37,1346
1331,1331,1327.300049,1331,9,1331
1327,1328,1325.199951,1328,15,1328
1323.400024,1323.400024,1323.400024,1323.400024,16,1323.400024
1319.599976,1329.300049,1319.599976,1324.699951,316,1324.699951
1320.599976,1321.199951,1319.800049,1320.400024,15,1320.400024
1309.800049,1310.400024,1306,1306.300049,129,1306.300049
1307.900024,1310.300049,1305.099976,1306.199951,20,1306.199951
1312,1312,1298.699951,1312,12,1312
1299.099976,1304.099976,1290.300049,1290.599976,336,1290.599976
1295,1295.699951,1293.300049,1293.300049,209,1293.300049
1293.099976,1309.199951,1291,1306.800049,51,1306.800049
1304.5,1305.599976,1297,1297,39,1297
1283.400024,1283.400024,1283.400024,1283.400024,19488,1283.400024
1283.099976,1288,1277,1285.5,5226,1285.5
1284.199951,1289.400024,1281.5,1281.5,492,1281.5
1275,1276.099976,1270.400024,1272.699951,136,1272.699951
1269.699951,1273.300049,1268.599976,1271.5,192,1271.5
1273.800049,1280.800049,1270,1273.699951,218,1273.699951
1277.800049,1277.800049,1267.599976,1269.900024,36,1269.900024
1267.599976,1272,1260.5,1271.599976,46,1271.599976
1280.599976,1284,1279,1281.800049,19,1281.800049
1282.599976,1293,1281.699951,1290.599976,18,1290.599976
1287.300049,1292,1284.900024,1285.800049,21,1285.800049
1291.5,1294.5,1289.300049,1293.300049,14,1293.300049
1293.300049,1301.699951,1291.699951,1301.5,74,1301.5
1302,1303.800049,1291.900024,1299.900024,173,1299.900024
1295.099976,1295.099976,1283,1283,571,1283
1279.900024,1279.900024,1279.900024,1279.900024,163,1279.900024
1286.400024,1286.900024,1285.099976,1286.900024,134,1286.900024
1279.599976,1279.599976,1277.400024,1277.400024,304,1277.400024
1274.699951,1280.800049,1271.5,1277.699951,115,1277.699951
1275.5,1275.5,1273.699951,1275,111,1275
1269.900024,1275.400024,1269.900024,1275.400024,105,1275.400024
1273.5,1273.5,1264.699951,1266.300049,39,1266.300049
1268.400024,1268.5,1267.099976,1268.5,567,1268.5
1270,1274.099976,1267.900024,1274.099976,222,1274.099976
1273.099976,1274.599976,1266.099976,1267,235,1267
1272.199951,1274.800049,1270.300049,1274.099976,78,1274.099976
1274.900024,1274.900024,1274.900024,1274.900024,70,1274.900024
1265.300049,1267.900024,1265.300049,1266.5,75,1266.5
1269,1280.5,1269,1279.400024,128,1279.400024
1276.800049,1276.800049,1270.400024,1273.699951,11,1273.699951
1275.900024,1284.900024,1274.699951,1281.599976,15,1281.599976
1279.699951,1286.900024,1279.699951,1285.599976,18,1285.599976
1283.5,1283.5,1272.400024,1272.400024,10,1272.400024
1277.300049,1277.300049,1277,1277.300049,3,1277.300049
